FullTile,0,100,0
FullTile,0,150,0
FullTile,0,200,0
FullTile,0,250,0
FullTile,0,300,0
FullTile,0,350,0
FullTile,0,400,0
FullTile,0,450,0
FullTile,0,500,0
FullTile,0,550,0
FullTile,0,600,0
FullTile,0,650,0
FullTile,0,700,0
FullTile,0,750,0
FullTile,0,800,0
FullTile,0,850,0
FullTile,0,900,0
FullTile,0,950,0
FullTile,0,1000,0
FullTile,0,50,50
FullTile,0,100,50
FullTile,0,450,50
FullTile,0,450,50
FullTile,0,500,50
FullTile,0,500,50
FullTile,0,550,50
FullTile,0,600,50
FullTile,0,600,50
FullTile,0,650,50
FullTile,0,650,50
FullTile,0,700,50
FullTile,0,1000,50
FullTile,0,0,100
FullTile,0,50,100
FullTile,0,500,100
FullTile,0,550,100
FullTile,0,600,100
FullTile,0,650,100
FullTile,0,800,100
FullTile,0,1000,100
FullTile,0,0,150
FullTile,0,1000,150
FullTile,0,0,200
FullTile,0,800,200
FullTile,0,1000,200
FullTile,0,0,250
FullTile,0,450,250
FullTile,0,500,250
FullTile,0,650,250
FullTile,0,700,250
FullTile,0,800,250
FullTile,0,1000,250
FullTile,0,0,300
FullTile,0,450,300
FullTile,0,500,300
FullTile,0,650,300
FullTile,0,700,300
FullTile,0,800,300
FullTile,0,1000,300
FullTile,0,0,350
FullTile,0,50,350
FullTile,0,100,350
FullTile,0,800,350
FullTile,0,1000,350
FullTile,0,0,400
FullTile,0,50,400
FullTile,0,100,400
FullTile,0,800,400
FullTile,0,1000,400
FullTile,0,1050,400
FullTile,0,1100,400
FullTile,0,1150,400
FullTile,0,1200,400
FullTile,0,1250,400
FullTile,0,1300,400
FullTile,0,1350,400
FullTile,0,1400,400
FullTile,0,1450,400
FullTile,0,1500,400
FullTile,0,1550,400
FullTile,0,1600,400
FullTile,0,1650,400
FullTile,0,1700,400
FullTile,0,1750,400
FullTile,0,1800,400
FullTile,0,1850,400
FullTile,0,1900,400
FullTile,0,1950,400
FullTile,0,2000,400
FullTile,0,2050,400
FullTile,0,2100,400
FullTile,0,0,450
FullTile,0,800,450
FullTile,0,1000,450
FullTile,0,1500,450
FullTile,0,1800,450
FullTile,0,2100,450
FullTile,0,0,500
FullTile,0,800,500
FullTile,0,1000,500
FullTile,0,1500,500
FullTile,0,1800,500
FullTile,0,2000,500
FullTile,0,2100,500
FullTile,0,0,550
FullTile,0,300,550
FullTile,0,350,550
FullTile,0,800,550
FullTile,0,1000,550
FullTile,0,1500,550
FullTile,0,1800,550
FullTile,0,2100,550
FullTile,0,0,600
FullTile,0,300,600
FullTile,0,350,600
FullTile,0,800,600
FullTile,0,1000,600
FullTile,0,1350,600
FullTile,0,1650,600
FullTile,0,1950,600
FullTile,0,2000,600
FullTile,0,2050,600
FullTile,0,2100,600
FullTile,0,0,650
FullTile,0,800,650
FullTile,0,1000,650
FullTile,0,1350,650
FullTile,0,1650,650
FullTile,0,1950,650
FullTile,0,2000,650
FullTile,0,2050,650
FullTile,0,2100,650
FullTile,0,0,700
FullTile,0,600,700
FullTile,0,650,700
FullTile,0,800,700
FullTile,0,1000,700
FullTile,0,1350,700
FullTile,0,1650,700
FullTile,0,1950,700
FullTile,0,2000,700
FullTile,0,2050,700
FullTile,0,2100,700
FullTile,0,0,750
FullTile,0,600,750
FullTile,0,650,750
FullTile,0,800,750
FullTile,0,1000,750
FullTile,0,1200,750
FullTile,0,1250,750
FullTile,0,1300,750
FullTile,0,1350,750
FullTile,0,1400,750
FullTile,0,1450,750
FullTile,0,1500,750
FullTile,0,1550,750
FullTile,0,1600,750
FullTile,0,1650,750
FullTile,0,1700,750
FullTile,0,1750,750
FullTile,0,1800,750
FullTile,0,1850,750
FullTile,0,1900,750
FullTile,0,1950,750
FullTile,0,2000,750
FullTile,0,2050,750
FullTile,0,2100,750
FullTile,0,0,800
FullTile,0,800,800
FullTile,0,1000,800
FullTile,0,2050,800
FullTile,0,2100,800
FullTile,0,0,850
FullTile,0,800,850
FullTile,0,1000,850
FullTile,0,2100,850
FullTile,0,2150,850
FullTile,0,0,900
FullTile,0,50,900
FullTile,0,100,900
FullTile,0,150,900
FullTile,0,200,900
FullTile,0,250,900
FullTile,0,300,900
FullTile,0,350,900
FullTile,0,400,900
FullTile,0,450,900
FullTile,0,500,900
FullTile,0,550,900
FullTile,0,600,900
FullTile,0,800,900
FullTile,0,1000,900
FullTile,0,2150,900
FullTile,0,150,950
FullTile,0,200,950
FullTile,0,800,950
FullTile,0,1000,950
FullTile,0,1050,950
FullTile,0,1100,950
FullTile,0,1150,950
FullTile,0,1200,950
FullTile,0,1250,950
FullTile,0,1300,950
FullTile,0,1350,950
FullTile,0,1400,950
FullTile,0,1450,950
FullTile,0,1500,950
FullTile,0,1550,950
FullTile,0,1600,950
FullTile,0,1650,950
FullTile,0,1700,950
FullTile,0,1750,950
FullTile,0,2150,950
FullTile,0,100,1000
FullTile,0,150,1000
FullTile,0,800,1000
FullTile,0,1000,1000
FullTile,0,2150,1000
FullTile,0,50,1050
FullTile,0,100,1050
FullTile,0,800,1050
FullTile,0,1000,1050
FullTile,0,2150,1050
FullTile,0,0,1100
FullTile,0,50,1100
FullTile,0,300,1100
FullTile,0,350,1100
FullTile,0,400,1100
FullTile,0,450,1100
FullTile,0,500,1100
FullTile,0,550,1100
FullTile,0,600,1100
FullTile,0,650,1100
