FullTile,0,1550,0
FullTile,0,1600,0
FullTile,0,1650,0
FullTile,0,1700,0
FullTile,0,1750,0
FullTile,0,1800,0
FullTile,0,1850,0
FullTile,0,1900,0
FullTile,0,1950,0
FullTile,0,2000,0
FullTile,0,2050,0
FullTile,0,2100,0
FullTile,0,2150,0
FullTile,0,2200,0
FullTile,0,2250,0
FullTile,0,2300,0
FullTile,0,2350,0
FullTile,2,600,50
FullTile,2,650,50
FullTile,2,700,50
FullTile,2,750,50
FullTile,2,800,50
FullTile,2,850,50
FullTile,2,900,50
FullTile,2,950,50
FullTile,2,1000,50
FullTile,2,1050,50
FullTile,2,1100,50
FullTile,2,1150,50
FullTile,2,1200,50
FullTile,0,1250,50
FullTile,0,1300,50
FullTile,0,1350,50
FullTile,0,1400,50
FullTile,0,1450,50
FullTile,0,1500,50
FullTile,0,1550,50
BackgroundFullTile7,0,1600,50
BackgroundFullTile7,0,1650,50
BackgroundFullTile5,0,1700,50
BackgroundFullTile7,0,1750,50
BackgroundFullTile7,0,1800,50
BackgroundFullTile5,0,1850,50
BackgroundFullTile7,0,1900,50
BackgroundFullTile7,0,1950,50
BackgroundFullTile5,0,2000,50
BackgroundFullTile7,0,2050,50
BackgroundFullTile7,0,2100,50
BackgroundFullTile5,0,2150,50
BackgroundFullTile5,0,2200,50
BackgroundFullTile5,0,2250,50
BackgroundFullTile7,0,2300,50
FullTile,0,2350,50
FullTile,0,150,100
FullTile,0,200,100
FullTile,0,250,100
FullTile,0,300,100
FullTile,0,350,100
FullTile,0,400,100
FullTile,0,450,100
FullTile,0,500,100
FullTile,0,550,100
FullTile,0,600,100
BackgroundFullTile5,0,650,100
OneWayTile,3,650,100
BackgroundFullTile7,1,700,100
BackgroundFullTile7,1,750,100
BackgroundFullTile5,2,750,100
FullTile,2,800,100
FullTile,2,850,100
BackgroundFullTile7,1,900,100
BackgroundFullTile5,2,900,100
BackgroundFullTile7,1,950,100
BackgroundFullTile7,1,1000,100
BackgroundFullTile7,0,1050,100
BackgroundFullTile7,1,1100,100
BackgroundFullTile4,0,1100,100
BackgroundFullTile7,1,1150,100
BackgroundFullTile3,1,1150,100
BackgroundFullTile7,1,1200,100
BackgroundFullTile4,2,1200,100
BackgroundFullTile6,0,1250,100
BackgroundFullTile7,0,1250,100
BackgroundFullTile7,0,1300,100
FullTile,0,1350,100
BackgroundFullTile7,1,1400,100
BackgroundFullTile7,1,1450,100
BackgroundFullTile7,1,1500,100
BackgroundFullTile5,2,1550,100
BackgroundFullTile7,0,1600,100
BackgroundFullTile7,0,1650,100
BackgroundFullTile5,2,1700,100
BackgroundFullTile7,0,1750,100
BackgroundFullTile7,0,1800,100
BackgroundFullTile5,2,1850,100
BackgroundFullTile7,0,1900,100
BackgroundFullTile7,0,1950,100
BackgroundFullTile5,0,2000,100
BackgroundFullTile7,0,2050,100
BackgroundFullTile7,0,2100,100
BackgroundFullTile5,0,2150,100
BackgroundFullTile5,0,2200,100
BackgroundFullTile5,0,2250,100
BackgroundFullTile7,0,2300,100
FullTile,0,2350,100
FullTile,0,2400,100
FullTile,0,150,150
BackgroundFullTile7,3,200,150
BackgroundFullTile7,3,250,150
BackgroundFullTile7,3,300,150
BackgroundFullTile7,3,350,150
BackgroundFullTile5,0,350,150
BackgroundFullTile7,3,400,150
BackgroundFullTile7,3,450,150
BackgroundFullTile7,3,500,150
BackgroundFullTile5,0,500,150
BackgroundFullTile7,3,550,150
BackgroundFullTile7,3,600,150
BackgroundFullTile5,0,650,150
OneWayTile,3,650,150
BackgroundFullTile7,1,700,150
BackgroundFullTile7,1,750,150
BackgroundFullTile5,2,750,150
BackgroundFullTile7,1,800,150
BackgroundFullTile7,1,850,150
BackgroundFullTile5,2,900,150
BackgroundFullTile7,1,950,150
BackgroundDiagonalTile,1,950,150
BackgroundFullTile7,1,1000,150
BackgroundFullTile7,0,1050,150
BackgroundFullTile4,0,1100,150
BackgroundFullTile2,3,1150,150
