FullTile,0,50,0
FullTile,0,100,0
FullTile,0,150,0
FullTile,0,200,0
FullTile,0,250,0
FullTile,0,300,0
FullTile,0,350,0
FullTile,0,50,50
BackgroundFullTile5,0,100,50
BackgroundFullTile5,0,300,50
FullTile,0,350,50
FullTile,0,50,100
BackgroundFullTile5,0,100,100
BackgroundFullTile5,0,300,100
FullTile,0,350,100
FullTile,0,50,150
BackgroundFullTile5,0,100,150
PlayerSpawnPoint,1,200,150
BackgroundFullTile5,0,300,150
FullTile,0,350,150
FullTile,0,50,200
BackgroundFullTile5,0,100,200
BackgroundFullTile5,0,300,200
FullTile,0,350,200
FullTile,0,50,250
BackgroundFullTile5,0,100,250
BackgroundFullTile5,0,300,250
FullTile,0,350,250
FullTile,0,50,300
BackgroundFullTile5,0,100,300
BackgroundFullTile5,0,300,300
FullTile,0,350,300
FullTile,0,50,350
BackgroundFullTile5,0,100,350
BackgroundFullTile5,0,300,350
FullTile,0,350,350
FullTile,0,50,400
BackgroundFullTile5,0,100,400
BackgroundFullTile5,0,300,400
FullTile,0,350,400
FullTile,0,0,450
FullTile,0,50,450
OneWayTile,2,100,450
BackgroundFullTile5,0,100,450
BackgroundFullTile5,0,100,450
BackgroundFullTile5,0,100,450
OneWayTile,2,150,450
BackgroundFullTile,0,150,450
OneWayTile,2,200,450
BackgroundFullTile,0,200,450
OneWayTile,2,250,450
BackgroundFullTile,0,250,450
OneWayTile,2,300,450
BackgroundFullTile5,0,300,450
FullTile,0,350,450
FullTile,0,400,450
FullTile,0,450,450
FullTile,0,500,450
FullTile,0,550,450
FullTile,0,600,450
FullTile,0,650,450
FullTile,0,700,450
FullTile,0,750,450
FullTile,0,800,450
FullTile,0,850,450
FullTile,0,900,450
FullTile,0,950,450
FullTile,0,1000,450
FullTile,0,1050,450
FullTile,0,1100,450
FullTile,0,1150,450
FullTile,0,1200,450
FullTile,0,1250,450
FullTile,0,1300,450
FullTile,0,1350,450
FullTile,0,1400,450
FullTile,0,1450,450
FullTile,0,1500,450
FullTile,0,1550,450
FullTile,0,1600,450
FullTile,0,1650,450
FullTile,0,1700,450
FullTile,0,1750,450
FullTile,0,1800,450
FullTile,0,1850,450
FullTile,0,1900,450
FullTile,0,1950,450
FullTile,0,2000,450
FullTile,0,2050,450
FullTile,0,2100,450
FullTile,0,2150,450
FullTile,0,0,500
BackgroundFullTile5,0,50,500
BackgroundFullTile5,0,100,500
BackgroundFullTile,1,150,500
BackgroundFullTile,1,250,500
BackgroundFullTile5,0,300,500
OneWayTile,1,300,500
TriggerTile,1,350,500,0
BackgroundFullTile5,0,350,500
BackgroundFullTile,1,400,500
BackgroundFullTile,1,500,500
BackgroundFullTile5,0,550,500
BackgroundFullTile5,0,600,500
BackgroundFullTile,1,650,500
BackgroundFullTile,1,750,500
BackgroundFullTile5,0,800,500
BackgroundFullTile5,0,850,500
BackgroundFullTile,1,900,500
BackgroundFullTile,1,1000,500
BackgroundFullTile5,0,1050,500
BackgroundFullTile5,0,1100,500
BackgroundFullTile,1,1150,500
BackgroundFullTile,1,1250,500
BackgroundFullTile5,0,1300,500
BackgroundFullTile5,0,1350,500
BackgroundFullTile,1,1400,500
BackgroundFullTile,1,1500,500
BackgroundFullTile5,0,1550,500
BackgroundFullTile5,0,1600,500
BackgroundFullTile,1,1650,500
BackgroundFullTile,1,1750,500
BackgroundFullTile5,0,1800,500
BackgroundFullTile5,0,1850,500
BackgroundFullTile,1,1900,500
BackgroundFullTile,1,2000,500
BackgroundFullTile5,0,2050,500
BackgroundFullTile5,0,2100,500
FullTile,0,2150,500
FullTile,0,0,550
BackgroundFullTile5,0,50,550
BackgroundFullTile5,0,100,550
BackgroundFullTile,1,150,550
BackgroundFullTile,1,250,550
BackgroundFullTile5,0,300,550
OneWayTile,1,300,550
OneWayTile,1,300,550
OneWayTile,1,300,550
OneWayTile,1,300,550
OneWayTile,1,300,550
OneWayTile,1,300,550
TriggerTile,1,350,550,0
BackgroundFullTile5,0,350,550
BackgroundFullTile5,0,350,550
BackgroundFullTile,1,400,550
BackgroundFullTile,1,500,550
BackgroundFullTile5,0,550,550
BackgroundFullTile5,0,600,550
BackgroundFullTile,1,650,550
BackgroundFullTile,1,750,550
BackgroundFullTile5,0,800,550
BackgroundFullTile5,0,850,550
BackgroundFullTile,1,900,550
BackgroundFullTile,1,1000,550
BackgroundFullTile5,0,1050,550
BackgroundFullTile5,0,1100,550
BackgroundFullTile,1,1150,550
BackgroundFullTile,1,1250,550
BackgroundFullTile5,0,1300,550
BackgroundFullTile5,0,1350,550
BackgroundFullTile,1,1400,550
BackgroundFullTile,1,1500,550
BackgroundFullTile5,0,1550,550
BackgroundFullTile5,0,1600,550
BackgroundFullTile,1,1650,550
BackgroundFullTile,1,1750,550
BackgroundFullTile5,0,1800,550
BackgroundFullTile5,0,1850,550
BackgroundFullTile,1,1900,550
BackgroundFullTile,1,2000,550
BackgroundFullTile5,0,2050,550
BackgroundFullTile5,0,2100,550
FullTile,0,2150,550
FullTile,0,0,600
BackgroundFullTile5,0,50,600
BackgroundFullTile5,0,100,600
BackgroundFullTile,1,150,600
BackgroundFullTile,1,250,600
BackgroundFullTile5,0,300,600
OneWayTile,1,300,600
OneWayTile,1,300,600
TriggerTile,1,350,600,0
BackgroundFullTile5,0,350,600
BackgroundFullTile5,0,350,600
BackgroundFullTile,1,400,600
BackgroundFullTile,1,500,600
BackgroundFullTile5,0,550,600
BackgroundFullTile5,0,600,600
BackgroundFullTile,1,650,600
BackgroundFullTile,1,750,600
BackgroundFullTile5,0,800,600
BackgroundFullTile5,0,850,600
BackgroundFullTile,1,900,600
BackgroundFullTile,1,1000,600
BackgroundFullTile5,0,1050,600
BackgroundFullTile5,0,1100,600
BackgroundFullTile,1,1150,600
BackgroundFullTile,1,1250,600
BackgroundFullTile5,0,1300,600
BackgroundFullTile5,0,1350,600
BackgroundFullTile,1,1400,600
BackgroundFullTile,1,1500,600
BackgroundFullTile5,0,1550,600
BackgroundFullTile5,0,1600,600
BackgroundFullTile,1,1650,600
BackgroundFullTile,1,1750,600
BackgroundFullTile5,0,1800,600
BackgroundFullTile5,0,1850,600
BackgroundFullTile,1,1900,600
BackgroundFullTile,1,2000,600
BackgroundFullTile5,0,2050,600
BackgroundFullTile5,0,2100,600
FullTile,0,2150,600
FullTile,0,0,650
BackgroundFullTile5,0,50,650
BackgroundFullTile5,0,100,650
BackgroundFullTile,1,150,650
BackgroundFullTile,1,250,650
BackgroundFullTile5,0,300,650
OneWayTile,1,300,650
OneWayTile,1,300,650
OneWayTile,1,300,650
TriggerTile,1,350,650,0
BackgroundFullTile5,0,350,650
BackgroundFullTile,1,400,650
BackgroundFullTile,1,500,650
BackgroundFullTile5,0,550,650
BackgroundFullTile5,0,600,650
BackgroundFullTile,1,650,650
BackgroundFullTile,1,750,650
BackgroundFullTile5,0,800,650
BackgroundFullTile5,0,850,650
BackgroundFullTile,1,900,650
BackgroundFullTile,1,1000,650
BackgroundFullTile5,0,1050,650
BackgroundFullTile5,0,1100,650
BackgroundFullTile,1,1150,650
BackgroundFullTile,1,1250,650
BackgroundFullTile5,0,1300,650
BackgroundFullTile5,0,1350,650
BackgroundFullTile,1,1400,650
BackgroundFullTile,1,1500,650
BackgroundFullTile5,0,1550,650
BackgroundFullTile5,0,1600,650
BackgroundFullTile,1,1650,650
BackgroundFullTile,1,1750,650
BackgroundFullTile5,0,1800,650
BackgroundFullTile5,0,1850,650
BackgroundFullTile,1,1900,650
BackgroundFullTile,1,2000,650
BackgroundFullTile5,0,2050,650
BackgroundFullTile5,0,2100,650
FullTile,0,2150,650
FullTile,0,0,700
BackgroundFullTile5,0,50,700
BackgroundFullTile5,0,100,700
BackgroundFullTile,1,150,700
BackgroundFullTile,1,250,700
BackgroundFullTile5,0,300,700
OneWayTile,1,300,700
TriggerTile,1,350,700,0
BackgroundFullTile5,0,350,700
BackgroundFullTile5,0,350,700
BackgroundFullTile,1,400,700
BackgroundFullTile,1,500,700
BackgroundFullTile5,0,550,700
BackgroundFullTile5,0,600,700
BackgroundFullTile,1,650,700
BackgroundFullTile,1,750,700
BackgroundFullTile5,0,800,700
BackgroundFullTile5,0,850,700
BackgroundFullTile,1,900,700
BackgroundFullTile,1,1000,700
BackgroundFullTile5,0,1050,700
BackgroundFullTile5,0,1100,700
BackgroundFullTile,1,1150,700
BackgroundFullTile,1,1250,700
BackgroundFullTile5,0,1300,700
BackgroundFullTile5,0,1350,700
BackgroundFullTile,1,1400,700
BackgroundFullTile,1,1500,700
BackgroundFullTile5,0,1550,700
BackgroundFullTile5,0,1600,700
BackgroundFullTile,1,1650,700
BackgroundFullTile,1,1750,700
BossSpawner,0,1800,700,0,2
BackgroundFullTile5,0,1800,700
BackgroundFullTile5,0,1850,700
BackgroundFullTile,1,1900,700
BackgroundFullTile,1,2000,700
BackgroundFullTile5,0,2050,700
BackgroundFullTile5,0,2100,700
FullTile,0,2150,700
FullTile,0,0,750
BackgroundFullTile5,0,50,750
BackgroundFullTile5,0,100,750
BackgroundFullTile,1,150,750
BackgroundFullTile,1,250,750
BackgroundFullTile5,0,300,750
OneWayTile,1,300,750
TriggerTile,1,350,750,0
BackgroundFullTile5,0,350,750
BackgroundFullTile,1,400,750
BackgroundFullTile,1,500,750
BackgroundFullTile5,0,550,750
BackgroundFullTile5,0,600,750
BackgroundFullTile,1,650,750
BackgroundFullTile,1,750,750
BackgroundFullTile5,0,800,750
BackgroundFullTile5,0,850,750
BackgroundFullTile,1,900,750
BackgroundFullTile,1,1000,750
BackgroundFullTile5,0,1050,750
BackgroundFullTile5,0,1100,750
BackgroundFullTile,1,1150,750
